conversion_id,campaign_id,timestamp,user_id,revenue_usd,country,customer_segment
CONV94,CMP007,2026-07-24 06:32:02,2084cc69-a8c4-48b0-8f1c-e8c046a6c4dd,150.79,India,New
CONV95,CMP017,2026-01-16 18:26:09,74b12a37-f410-400b-9faf-78e9cb7af715,229.16,USA,New
CONV96,CMP036,2025-12-14 21:19:37,996a8917-3e9f-46fa-afe6-dcb7d043d1e4,242.87,UK,New
CONV97,CMP012,2026-10-29 07:55:08,7f51a933-4c56-400b-9f25-fc2869ae0579,250.84,USA,VIP
CONV98,CMP028,2025-11-28 20:41:17,e829cc16-3bb9-4a1d-9267-9421a7a2c08c,61.27,Canada,Returning
CONV99,CMP004,2026-12-15 14:06:15,a028e6c1-1508-48d2-a573-f1f990ce5771,103.59,UK,New
CONV100,CMP026,2026-12-20 04:02:32,e5d7b863-8fb8-4192-9699-0cc95241d440,48.39,India,VIP
CONV101,CMP003,2026-12-28 04:47:28,7ef295f7-dee3-4386-aa14-9177b2b6d4e9,145.27,UK,Returning
CONV102,CMP031,2026-10-19 04:32:35,a1282550-e7fb-4939-9d2e-fd6ba9cfb54b,129.63,India,New
CONV103,CMP005,2026-05-02 08:28:22,0e9863f1-c594-4b1e-a792-d761a4c49928,85.32,India,New
CONV104,CMP014,2026-10-24 19:32:42,cbb801ad-2876-47cf-ab21-cd92d37a2641,144.4,USA,Returning
CONV105,CMP005,2026-04-09 10:18:58,15b55d1f-2044-4569-889a-87c567187d72,126.97,India,New
CONV106,CMP003,2026-12-05 07:37:35,032b9687-1ec5-4aa9-8815-19861484eb5c,287.48,India,New
CONV107,CMP039,2025-12-13 16:51:57,245ff196-6b15-43ac-980c-019ee71fdf23,276.24,UK,New
CONV108,CMP005,2026-04-25 12:05:22,766152d7-1c5e-4da7-af78-7627d862bda4,140.41,USA,Returning
CONV109,CMP005,2026-05-16 22:40:34,a0ac82b5-8c43-4ae4-96d1-db7ba7d5fa20,30.11,UK,VIP
CONV110,CMP007,2026-06-02 04:44:26,a9723ae6-6fd2-4153-9161-0bfa1cda876b,105.88,India,VIP
CONV111,CMP001,2026-03-23 15:18:22,d386dab9-9f42-4320-982e-7a25513956ff,206.08,India,VIP
CONV112,CMP001,2026-03-24 15:49:43,19c11b7c-e5c8-4b7b-a9b6-33eb74ee4c24,170.89,UK,Returning
CONV113,CMP014,2026-12-15 05:49:45,5c6d6fb7-3824-4653-a264-8fdb5e26953b,268.43,USA,New
CONV114,CMP035,2026-11-14 15:42:23,8c48d271-10bc-4258-be87-f99e96b8b510,183.84,UK,New
CONV115,CMP002,2025-02-12 08:41:46,aea4cbb1-16fb-4830-9047-cb69c24f19ab,82.84,USA,New
CONV116,CMP002,2025-03-18 18:45:13,66b2aa59-8d5f-470a-b547-befb07fc510d,71.14,Canada,New
CONV117,CMP025,2025-08-10 13:12:07,c449b659-691e-46a5-8009-fe74535e8390,255.55,UK,New
CONV118,CMP028,2025-11-16 11:30:48,28178056-1889-4021-9be4-0788fed605ff,79.88,USA,Returning
CONV119,CMP011,2026-03-25 01:54:21,37b8d5dc-ddaa-4b25-a382-58f38774b11e,286.18,Canada,Returning
CONV120,CMP023,2026-02-19 17:46:41,73e0c5f2-4430-4f94-a4e1-81ebcc8fc125,203.06,USA,New
CONV121,CMP003,2026-12-19 03:10:48,89c4fdaa-c80c-4f04-87d8-f742f1faebe9,53.08,Germany,VIP
CONV122,CMP031,2026-10-08 12:50:28,10c2fc89-3562-4f41-9445-95652700038a,230.39,India,New
CONV123,CMP006,2025-08-12 02:38:31,23dc2726-1159-44f2-89c4-e3fab0b25f7c,134.27,India,New
CONV124,CMP033,2025-10-07 22:48:02,c289b592-4e95-438b-9316-ddd36f4bb5ab,18.59,USA,New
CONV125,CMP022,2026-12-29 04:45:03,3b8ac6af-5e90-44f4-af0c-70c58b319833,98.79,UK,Returning
CONV126,CMP011,2026-05-10 11:37:49,d53798bc-3401-4396-9471-8a2e08f26291,99.0,UK,New
CONV127,CMP034,2026-09-01 07:10:45,f49c789b-72dc-4b7f-90cc-30bf1830e601,61.01,UK,New
CONV128,CMP037,2026-12-26 01:35:08,dd227972-56d7-4c3d-9c66-e126aca0fe77,103.05,India,VIP
CONV129,CMP007,2026-08-02 17:37:34,8d0299a4-9a2a-49b0-b8da-589ecaa128a7,77.66,India,Returning
CONV130,CMP029,2026-02-28 21:51:15,bac4f931-dd6a-45f6-a176-a1ba631418f1,229.8,USA,VIP
CONV131,CMP010,2026-08-19 16:05:58,375d50ce-4f74-4c96-aa1e-cab3f444306e,36.29,Germany,Returning
CONV132,CMP038,2025-02-26 15:16:02,d2e45542-7b86-4c7f-bb80-9df20e3944e2,183.58,India,New
CONV133,CMP018,2026-07-18 02:58:38,5ff4befd-2f8e-4273-a288-49f15144b467,289.98,India,New
CONV134,CMP010,2026-08-15 14:58:37,08b4cbca-5e48-4be6-b460-a9fbb9123561,153.86,India,New
CONV135,CMP037,2026-12-12 14:48:05,61e2069c-5967-44ea-96a2-4aa44bd6d3c3,25.23,UK,New
CONV136,CMP017,2025-12-27 02:34:22,b257187b-1b1f-4436-8856-7b5decfb31e9,236.88,USA,Returning
CONV137,CMP009,2025-07-01 21:08:44,fd8185c9-7b20-4d70-a39e-7c4f01a90229,190.77,India,New
CONV138,CMP002,2025-05-10 23:02:26,c41b3528-5ea5-483d-9634-2ab40963e04d,273.97,USA,New
CONV139,CMP027,2026-04-07 03:38:04,c883ed02-9b4f-4800-89cd-136ba0eca36e,149.67,UK,New
CONV140,CMP015,2025-04-11 03:02:42,c0b4c759-24a6-402a-81ba-2c9ddb9cc246,289.41,UK,New
CONV141,CMP027,2026-05-23 10:44:48,1d6e660d-6808-4f32-89d6-8f2d99402bc9,149.54,India,New
CONV142,CMP039,2025-12-03 15:04:47,1c621283-b5bb-4c33-a8a7-1fe29fe98400,94.13,Germany,Returning
CONV143,CMP010,2026-10-11 23:27:18,3ad4958e-14a8-41e9-bc71-564134343454,177.89,Canada,New
CONV144,CMP024,2026-11-23 02:16:17,cfcb0121-785e-4c4b-9b67-bfad9824bb44,103.03,India,New
CONV145,CMP022,2026-12-29 14:53:11,30c17eac-749d-4428-bad5-39e879f671a5,228.48,India,VIP
CONV146,CMP020,2026-01-14 10:43:05,9405ebc0-0e66-4f67-bdb0-c1f2434542ac,136.29,India,New
CONV147,CMP004,2026-12-12 19:39:37,2d0516a1-09b7-4e95-82c1-deeed6af5577,226.42,India,New
CONV148,CMP006,2025-09-29 19:32:10,bc3b65cb-8e5e-451c-ac20-db630a0e3cc7,250.14,Canada,VIP
CONV149,CMP014,2026-12-10 22:44:29,7d8d79ec-8635-49f7-abdf-fda3672372d2,33.79,India,New
CONV150,CMP020,2026-01-03 04:22:54,627fb8e5-d768-4706-b86c-c2828e68faaa,90.77,UK,Returning
CONV151,CMP009,2025-06-17 01:02:34,de25fa23-943b-4457-b43f-09a8780c2d6d,65.57,India,Returning
CONV152,CMP001,2026-03-19 22:10:27,6a22ea75-993c-4f4d-be61-e852bc382a96,48.22,Germany,Returning
CONV153,CMP032,2026-10-22 14:13:56,df23b41b-6d46-48f8-a7ed-4159af6f80be,189.58,UK,VIP
CONV154,CMP017,2026-01-12 14:30:11,4a35f7d5-3eea-4e05-8478-c36ca0137fab,111.76,Germany,New
CONV155,CMP009,2025-06-21 11:40:45,c2ac636e-8ffc-4c16-ae77-eb6296a7af6e,31.12,Canada,New
CONV156,CMP013,2025-11-13 05:32:37,b8fb015d-50b4-4577-ae31-7312e6bf02a0,285.72,India,Returning
CONV157,CMP039,2026-01-12 04:03:57,de7f6d28-6033-4603-bccb-3f466d5cd0e1,183.95,India,New
CONV158,CMP035,2026-09-01 22:15:37,f25540db-f7f9-45d5-ad85-a8e1edeafc17,18.69,India,New
CONV159,CMP037,2026-12-07 15:04:58,451d6429-a767-4f04-899f-f5f7015556a6,33.85,USA,Returning
CONV160,CMP014,2026-12-04 12:17:07,40b1eb1b-a4d0-4546-99d5-f2d64a2117e0,39.88,UK,New
CONV161,CMP027,2026-05-13 17:04:25,d4a4d284-196a-492d-8569-389faf1c31e2,180.13,Germany,New
CONV162,CMP019,2025-05-24 03:16:20,860d44f9-7488-404b-91c9-819873be8909,78.01,Germany,Returning
CONV163,CMP001,2026-03-30 23:33:26,3c13691a-798b-4433-8292-c26d335c5685,52.06,India,New
CONV164,CMP004,2026-12-12 01:42:46,c6fef6e9-3e2b-417a-a520-43c3bb3fbd33,113.62,India,New
CONV165,CMP019,2025-05-05 10:05:19,3699b950-fcf1-4c44-907d-d7bcc362ea7c,190.66,India,New
CONV166,CMP012,2026-11-12 11:33:53,1ea9b4d9-2ec5-47f6-8290-df484713b43c,238.04,USA,New
CONV167,CMP017,2025-12-01 22:50:30,7958813c-958c-48db-83ac-ad5ebb8765ff,188.33,Canada,New
CONV168,CMP024,2026-09-22 02:39:20,a095ac05-8c82-4b83-9ba5-428462dcfdaf,214.59,India,New
CONV169,CMP035,2026-11-01 12:49:36,9c9f6355-1510-416d-94f1-af52505ce028,291.23,India,New
CONV170,CMP024,2026-12-12 12:27:29,1f68e82d-4828-4096-8abc-c53f8863404f,196.09,India,New
CONV171,CMP039,2026-02-21 23:28:28,156588f8-381a-4dd1-b161-91ec710a78b2,39.28,Germany,VIP
CONV172,CMP020,2025-12-28 22:11:01,43870e23-574f-4ae6-b537-4861aacd6a21,150.09,India,New
CONV173,CMP010,2026-10-17 10:30:07,20db2990-b377-4c3e-9da4-b0808b095beb,57.82,India,New
CONV174,CMP004,2026-12-26 11:49:31,1527ec4f-d041-429e-b1f2-f816567925ee,214.43,India,New
CONV175,CMP004,2026-12-19 21:44:55,a348ed83-2a60-4a29-b8c1-3130517af3a0,150.21,USA,Returning
CONV176,CMP037,2026-11-17 15:11:24,022750ec-26a5-4ff3-8859-90a1de2a13c8,215.69,India,New
CONV177,CMP037,2026-11-16 17:20:42,8ea334ed-385e-4553-bdc8-b26713eaea19,296.14,India,New
CONV178,CMP007,2026-07-04 11:41:45,d0fa77e7-233d-447a-99a4-6a95f888cb84,74.47,India,Returning
CONV179,CMP006,2025-08-31 02:21:21,70c2d39c-dc7f-4f49-84c3-6280b2859b13,176.06,Canada,Returning
CONV180,CMP027,2026-04-18 10:42:39,1f832a55-e968-4c76-931e-903b43cbf085,277.85,India,VIP
CONV181,CMP027,2026-05-27 14:32:53,f27a4cff-fa98-4513-b186-028f4c639712,10.87,UK,New
CONV182,CMP009,2025-09-06 12:25:17,9af08879-0235-4249-a001-28fba55f64ef,277.28,India,New
CONV183,CMP025,2025-07-17 02:41:38,6e43906e-bae4-49b7-91da-d7021ebd4f5b,105.82,Canada,New
CONV184,CMP014,2026-11-14 05:21:57,dfb4cb5c-bda7-4d96-b9be-25833422c55c,83.91,India,New
CONV185,CMP039,2026-02-08 12:02:45,29669aab-5f19-4290-a143-27e249a06869,294.91,India,New
CONV186,CMP036,2025-10-07 23:18:24,27510f5b-3a22-443d-8643-58e0d59ef57a,256.1,India,New
CONV187,CMP032,2026-11-04 23:20:48,8493580d-e33e-42a0-a295-4c7a35df9ea9,295.61,USA,New
CONV188,CMP009,2025-07-04 13:51:15,438bfa4e-eb23-4f9c-91b2-6cd18a5309d5,24.79,Germany,New
CONV189,CMP012,2026-10-27 21:54:27,af5dfbf1-a502-4061-8534-d4cde95286ad,226.17,USA,Returning
CONV190,CMP030,2026-08-07 15:07:05,e8ed007b-e71e-4aff-8f32-0475f03ca5a8,203.04,Canada,Returning
CONV191,CMP017,2026-02-08 14:23:56,7e4b44cc-7688-4873-88e1-715b6f4222a9,48.95,India,Returning
CONV192,CMP025,2025-06-28 08:40:44,5c7a7db2-b9ec-442a-8b27-0f6fb6801640,190.97,Germany,Returning
CONV193,CMP039,2026-02-25 22:43:41,c05bfd39-3471-402f-a43e-f346b94227ed,246.55,UK,New
CONV194,CMP018,2026-07-19 09:28:05,048ca5d7-7d42-42c9-8a80-432a8f7bb5bf,136.57,India,Returning
CONV195,CMP001,2026-03-26 01:44:36,7f9823c8-b212-4d10-82ea-a4e66035adff,138.46,USA,Returning
CONV196,CMP008,2026-03-21 07:51:42,11a48534-d92f-4a67-8478-08cee1e82515,150.29,Germany,VIP
CONV197,CMP023,2026-04-05 01:37:11,607a1d54-6b7d-4860-90d6-d12e6b61d57a,72.47,Germany,Returning
CONV198,CMP020,2026-01-16 00:09:33,58d0e52f-944a-4449-9690-883327bb61c5,50.59,India,New
CONV199,CMP015,2025-04-07 20:43:57,45c28d48-93b1-4d56-9501-72860f4fdde2,134.83,USA,New
CONV200,CMP036,2025-10-03 20:26:41,c5fca4d3-7d2f-42df-90c7-ce000dbb2618,136.38,India,Returning
CONV201,CMP031,2026-09-04 23:49:04,b24368b5-03ed-487f-ac25-4955a6fe356e,258.13,India,New
CONV202,CMP008,2026-03-29 23:59:48,4d5c03eb-f60a-4f40-931e-50fbb26820a1,235.54,India,New
CONV203,CMP030,2026-07-11 06:40:01,bd17b881-3f76-4c05-9261-887c29bb28b7,219.17,USA,Returning
CONV204,CMP027,2026-04-17 05:26:52,d8e477fd-0a31-4da5-8bbc-2bf4b2c06d7e,180.01,India,New
CONV205,CMP003,2026-12-06 16:10:50,4b10ba44-b8fd-4fcb-b313-ffd122cd61f9,123.09,Germany,New
CONV206,CMP011,2026-03-15 23:26:38,6a80955c-8909-4c1a-b70b-937c98037214,268.55,USA,New
CONV207,CMP025,2025-08-11 07:12:44,18622fe1-23a2-4a0a-b7b0-eb2b0e47e402,22.07,India,Returning
CONV208,CMP035,2026-09-07 04:37:30,c9794e89-13fb-449d-be1f-2f8f1aa83291,123.56,India,Returning
CONV209,CMP022,2026-12-29 10:45:56,19061b8f-de88-4710-8bcc-e340c617d8af,59.59,India,Returning
CONV210,CMP029,2026-01-22 01:32:25,218bb403-7175-4ebd-bc76-97a62afe9584,227.86,UK,New
CONV211,CMP014,2026-11-04 21:44:46,ceb73caa-c6a3-41d4-98c3-170b80fb9742,42.69,Canada,Returning
CONV212,CMP005,2026-05-15 05:37:53,60555045-9a5a-4bfb-9b89-486cecde3440,229.12,UK,New
CONV213,CMP010,2026-09-17 06:57:13,71ed95bd-b0b9-4184-888f-3ffe6a6bfad5,286.04,USA,New
CONV214,CMP030,2026-07-20 02:59:19,4cd9c5a1-8519-40dd-ae37-1e22fbbf6dc1,148.08,India,New
CONV215,CMP002,2025-04-16 04:35:24,1d5ee873-0ade-4744-8ff4-a2b1de04b3ca,292.14,Germany,New
CONV216,CMP029,2026-03-03 04:58:23,282f07f0-3934-4200-bee7-4ec326bd2c35,109.35,India,New
CONV217,CMP022,2026-12-28 00:22:00,de3e239d-899d-4f31-991f-de5c29cf7e0c,66.11,UK,New
CONV218,CMP006,2025-09-25 04:59:32,89c2ee8d-c6c9-4730-9cc1-5daa9b70b630,283.44,USA,Returning
CONV219,CMP013,2025-12-10 10:59:58,a33ad7fc-609e-4e7e-8df0-71f21fe01f14,63.17,India,New
CONV220,CMP003,2026-11-06 08:06:41,c46a82b6-8b89-41f9-9de2-84ff5779226f,84.26,Germany,New
CONV221,CMP021,2026-02-03 12:47:52,e9d8c50e-340e-4835-b593-561c64f5fe9c,145.74,India,VIP
CONV222,CMP004,2026-12-17 13:02:10,9c230b9b-5c92-40c4-9282-79da3049a68d,269.53,UK,VIP
CONV223,CMP031,2026-07-29 21:37:29,276619c3-4aa1-4f4b-bf55-6228660b5b62,281.13,India,New
CONV224,CMP035,2026-10-04 02:15:31,bcb1068d-b684-4e36-a7bd-c5aecef2c855,43.8,USA,VIP
CONV225,CMP006,2025-08-26 11:38:38,b08e71b5-7eb4-4033-8a1c-3e74205e8f65,123.45,Germany,VIP
CONV226,CMP028,2025-11-02 15:01:23,cf424d35-6c8d-4404-9d39-e527e2428de8,290.49,India,New
CONV227,CMP010,2026-09-22 16:15:44,9e560112-37cf-459d-8746-548decfcfa19,250.24,UK,VIP
CONV228,CMP015,2025-03-27 11:00:41,1d3a79cc-bb22-4112-a0b0-8660d638ea47,186.86,USA,New
CONV229,CMP008,2026-03-05 01:45:15,c38a1813-61c8-41a7-970f-8de77af3ed24,268.73,USA,New
CONV230,CMP008,2026-04-27 03:43:25,d36fc012-8e2f-454c-b3a7-41f9e7fb010c,276.27,India,Returning
CONV231,CMP018,2026-08-07 07:05:01,b484e21b-d480-44dc-856d-cd135429e306,153.7,India,New
CONV232,CMP029,2026-02-09 03:31:26,42370e1e-2b3f-400a-91c3-58dd0a63e2c2,59.5,Germany,Returning
CONV233,CMP001,2026-04-04 22:22:05,dcb94d93-777f-45fe-8f3c-030205486ab2,241.12,UK,New
